"Id ICV";"Id situation";"Date de création";"Date de modification";"Date de début";"Date de fin";"Jours de diffusion";"Période de diffusion";"Titre";"Catégorie";"ICV récurrente";"Média";"Code CP";"Statut";"Priorité";"Type";"Motif Solférino";"Lignes";"ICV digital intitulé";"ICV digital message vers météo du trafic et push";"ICV digital message détaillé";"Texte de l’ICV gare et bord";"Axes";"Gares";"Codes mission";"Numéros de course"
"ad4bb9e9-b1b1-4621-a351-7b0928b6e596";"N/A";"04/11/2024 08:54:48";"13/12/2024 13:22:14";"18/11/2024 22:49:00";"21/12/2024 23:50:00";"";"";"modifications horaires";"Travaux";"Non";"Gare";"";"Echue";"2";"Bas de page";"N/A";"R";"N/A";"N/A";"N/A";"Ligne R - Du 04/11 au 21/12 Les horaires des trains de la ligne R peuvent être modifiés de quelques minutes. Veuillez consulter vos applications de mobilité. Motif : travaux";"Melun <> Montargis, Melun <> Montereau";"Bagneaux-sur-Loing, Bois-le-Roi, Bourron-Marlotte - Grez, Dordives, Ferrières - Fontenay, Fontainebleau - Avon, Melun, Montargis, Montigny-sur-Loing, Moret - Veneux-les-Sablons, Nemours - Saint-Pierre, Souppes - Château-Landon, Thomery, Montereau, Saint-Mammès, Champagne-sur-Seine, Chartrettes, Fontaine-le-Port, Héricy, La Grande-Paroisse, Livry-sur-Seine, Vernou-sur-Seine, Vulaines-sur-Seine - Samoreau";"";""
"61eed991-826b-47a7-aa56-bd1e92cf7bad";"d53abfb9-b7bc-467d-b07c-0c0874fde0d7";"04/11/2024 09:13:45";"04/11/2024 09:14:29";"04/11/2024 09:13:44";"04/11/2024 09:14:29";"";"";"ICV Zéro LIGNE P Agressio...";"Situation perturbée inopinée";"Non";"Bord | multicanal";"";"Annulée";"1";"Texte";"LIGNE P Agression entre voyageurs - IV : altercation entre voyageur à OZF";"P";"N/A";"N/A";"N/A";"Ligne P. Un incident vient de se produire sur votre ligne. En attendant des précisions, prévoir des ralentissements.";"Paris Est <> Coulommiers";"";"";""
"61eed991-826b-47a7-aa56-bd1e92cf7bad";"d53abfb9-b7bc-467d-b07c-0c0874fde0d7";"04/11/2024 09:13:45";"04/11/2024 09:14:29";"04/11/2024 09:13:44";"04/11/2024 09:14:29";"";"";"ICV Zéro LIGNE P Agressio...";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Annulée";"1";"Bas de page";"LIGNE P Agression entre voyageurs - IV : altercation entre voyageur à OZF";"P";"N/A";"N/A";"N/A";"Ligne P. Un incident vient de se produire sur votre ligne. En attendant des précisions, prévoir des ralentissements.";"Paris Est <> Coulommiers";"Paris Est, Tournan, Marles-en-Brie, Mortcerf, Guérard - La Celle-sur-Morin, Faremoutiers - Pommeuse, Mouroux, Coulommiers";"";""
"7e1a8b2e-47bd-4e44-ac18-d4d296a5c9bd";"d53abfb9-b7bc-467d-b07c-0c0874fde0d7";"04/11/2024 09:14:29";"04/11/2024 11:53:02";"04/11/2024 11:53:01";"04/11/2024 13:00:00";"";"";"pe cou tr";"Situation perturbée inopinée";"Non";"Bord | multicanal";"";"Echue";"0";"Texte";"LIGNE P Agression entre voyageurs - IV : altercation entre voyageur à OZF";"P";"N/A";"N/A";"N/A";"Ligne P. Le trafic est perturbé entre Paris Est et Coulommiers. Motif : altercation entre voyageurs";"Paris Est <> Coulommiers";"";"";""
"7e1a8b2e-47bd-4e44-ac18-d4d296a5c9bd";"d53abfb9-b7bc-467d-b07c-0c0874fde0d7";"04/11/2024 09:14:29";"04/11/2024 11:53:02";"04/11/2024 11:53:01";"04/11/2024 13:00:00";"";"";"pe cou tr";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Echue";"0";"Bas de page";"LIGNE P Agression entre voyageurs - IV : altercation entre voyageur à OZF";"P";"N/A";"N/A";"N/A";"Ligne P. Le trafic est perturbé entre Paris Est et Coulommiers. Motif : altercation entre voyageurs";"Paris Est <> Coulommiers";"Coulommiers, Faremoutiers - Pommeuse, Guérard - La Celle-sur-Morin, Marles-en-Brie, Mortcerf, Mouroux, Paris Est, Tournan";"";""
"351594d3-6b15-45af-b22b-c52474465443";"N/A";"04/11/2024 09:22:28";"04/11/2024 09:22:28";"04/11/2024 09:30:00";"08/11/2024 23:59:00";"";"";"B-DFR/ROB/Cr.Berny 09/11-1...";"Travaux";"Non";"Gare";"";"Echue";"2";"Bas de page";"N/A";"B";"N/A";"N/A";"N/A";"Travaux RER B : du 9 au 11 novembre, le trafic sera interrompu entre Denfert-Rochereau et La Croix de Berny / Robinson. Bus de remplacement mis en place. Reportez votre voyage";"";"Toutes";"";""
"ea98ae0a-17bc-4bc2-97ed-bba4718fae28";"N/A";"04/11/2024 09:23:42";"10/11/2024 05:42:44";"09/11/2024 04:00:00";"12/11/2024 02:00:00";"";"";"B-DFR/ROB/Cr.Berny JourJ1";"Travaux";"Non";"Gare";"";"Echue";"2";"Bas de page";"N/A";"B";"N/A";"N/A";"N/A";"Travaux RER B : Jusqu'au 11 novembre, le trafic est interrompu entre Denfert-Rochereau et La Croix de Berny/Robinson. Bus de remplacement.";"Aulnay-sous-Bois <> Aérop. C De Gaulle 2, Aulnay-sous-Bois <> Mitry - Claye, Paris Gare du Nord <> Aulnay-sous-Bois, Paris Gare du Nord <> Aérop. C De Gaulle 2, Paris Gare du Nord <> Mitry - Claye";"Aéroport Charles de Gaulle 1 (Terminal 3), Aéroport Charles de Gaulle 2 (Terminal 2), Aulnay-sous-Bois, Parc des Expositions, Sevran Beaudottes, Villepinte, Mitry - Claye, Sevran - Livry, Vert Galant, Villeparisis - Mitry-le-Neuf, Drancy, La Courneuve - Aubervilliers, Le Blanc-Mesnil, Le Bourget, Paris Gare du Nord, La Plaine Stade de France";"";""
"16c48f5b-3301-459a-bca4-f4888a9c23aa";"N/A";"04/11/2024 09:24:24";"09/11/2024 17:03:24";"09/11/2024 04:00:00";"12/11/2024 02:00:00";"";"";"Jour J2";"Travaux";"Non";"Gare";"";"Echue";"2";"Bas de page";"N/A";"B";"N/A";"N/A";"N/A";"1 bus direct circule entre Porte d'Orléans (ligne 4) Bourg-la-Reine et La Croix de Berny. 1 bus omnibus circule entre les gares de Denfert-Rochereau et Bourg-la-Reine.";"";"Toutes";"";""
"a1cb518a-6550-45d5-819e-d63a9bf3629d";"c60c1383-2769-41be-b8dd-7a5047858b5b";"04/11/2024 09:39:52";"04/11/2024 09:39:52";"04/11/2024 09:39:48";"04/11/2024 13:39:00";"";"";"3629";"Situation perturbée inopinée";"Non";"Bord";"";"Echue";"0";"Texte et Sonore";"Ligne P - Correspondance GIV - Lundi 04/11";"P";"N/A";"N/A";"N/A";"Bonjour, votre Liaison avec la navette de Crécy-la-Chapelle est assurée, ainsi qu'avec les trains à destination de Château-Thierry et La Ferté-Milon.";"";"Vaires - Torcy";"";"113629"
"7bec9ad4-5f40-4957-a666-edeaee0319c5";"c60c1383-2769-41be-b8dd-7a5047858b5b";"04/11/2024 09:40:45";"04/11/2024 09:40:45";"04/11/2024 09:40:43";"04/11/2024 13:39:00";"";"";"7125";"Situation perturbée inopinée";"Non";"Bord";"";"Echue";"0";"Texte et Sonore";"Ligne P - Correspondance GIV - Lundi 04/11";"P";"N/A";"N/A";"N/A";"Bonjour, votre liaison avec le train à destination de La Ferté-Milon est assurée.";"";"Vaires - Torcy";"";"117125"
"cb836010-3eeb-4cff-a712-42b3b240e486";"c60c1383-2769-41be-b8dd-7a5047858b5b";"04/11/2024 09:41:42";"04/11/2024 09:41:42";"04/11/2024 09:41:41";"04/11/2024 09:51:00";"";"";"7327 retenu";"Situation perturbée inopinée";"Non";"Bord";"";"Echue";"0";"Sonore";"Ligne P - Correspondance GIV - Lundi 04/11";"P";"N/A";"N/A";"N/A";"";"";"";"";"117327"
"64a36573-c7f0-43dc-ba91-dac94cac2fe4";"c60c1383-2769-41be-b8dd-7a5047858b5b";"04/11/2024 09:42:37";"04/11/2024 09:42:37";"04/11/2024 09:42:36";"04/11/2024 13:42:00";"";"";"3631";"Situation perturbée inopinée";"Non";"Bord";"";"Echue";"0";"Texte et Sonore";"Ligne P - Correspondance GIV - Lundi 04/11";"P";"N/A";"N/A";"N/A";"Bonjour, votre liaison avec la navette de Crécy-la-Chapelle est assurée.";"";"Vaires - Torcy";"";"113631"
"da887225-1401-4d62-9d03-95321b13060f";"7cec01b8-caf3-436e-b0cd-fe5380987615";"04/11/2024 10:01:25";"04/11/2024 10:05:42";"04/11/2024 10:01:25";"04/11/2024 10:05:42";"";"";"ICV Zéro Défaut technique...";"Situation perturbée inopinée";"Non";"Bord | multicanal";"";"Annulée";"1";"Texte";"Défaut technique du matériel roulant 164377";"U";"N/A";"N/A";"N/A";"Ligne U. Un incident vient de se produire sur votre ligne. En attendant des précisions, prévoir des ralentissements.";"La Défense > La Verrière";"";"";""
"da887225-1401-4d62-9d03-95321b13060f";"7cec01b8-caf3-436e-b0cd-fe5380987615";"04/11/2024 10:01:25";"04/11/2024 10:05:42";"04/11/2024 10:01:25";"04/11/2024 10:05:42";"";"";"ICV Zéro Défaut technique...";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Annulée";"1";"Bas de page";"Défaut technique du matériel roulant 164377";"U";"N/A";"N/A";"N/A";"Ligne U. Un incident vient de se produire sur votre ligne. En attendant des précisions, prévoir des ralentissements.";"La Défense > La Verrière";"La Défense, Puteaux, Suresnes Mont Valérien, Saint-Cloud, Sèvres - Ville-d'Avray, Chaville Rive Droite, Versailles Chantiers, Saint-Cyr, Saint-Quentin en Yvelines - Montigny-le-Bretonneux, Trappes, La Verrière";"";""
"e1e218a2-5743-43fd-9f6a-7be5fff105c3";"7cec01b8-caf3-436e-b0cd-fe5380987615";"04/11/2024 10:05:42";"04/11/2024 10:05:42";"04/11/2024 10:05:42";"04/11/2024 10:30:00";"";"";"U-Défaut technique du maté...";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Echue";"1";"Bas de page";"Défaut technique du matériel roulant 164377";"U";"N/A";"N/A";"N/A";"Ligne U Le train VERI de 09h44 en direction de La Verrière est supprimé. Motif : panne du train.";"La Défense > La Verrière";"Chaville Rive Droite, La Défense, La Verrière, Puteaux, Sèvres - Ville-d'Avray, Saint-Cloud, Saint-Cyr, Saint-Quentin en Yvelines - Montigny-le-Bretonneux, Suresnes Mont Valérien, Trappes, Versailles Chantiers";"";""
"ace25864-a7ac-4885-9275-9a3fbfb1e503";"c60c1383-2769-41be-b8dd-7a5047858b5b";"04/11/2024 10:08:56";"04/11/2024 10:08:56";"04/11/2024 10:08:54";"04/11/2024 10:18:00";"";"";"7546";"Situation perturbée inopinée";"Non";"Bord";"";"Echue";"0";"Sonore";"Ligne P - Correspondance GIV - Lundi 04/11";"P";"N/A";"N/A";"N/A";"";"";"";"";"117546"
"e830255a-4399-4cb1-88bf-06d24d981391";"c60c1383-2769-41be-b8dd-7a5047858b5b";"04/11/2024 10:16:38";"04/11/2024 10:16:38";"04/11/2024 10:16:32";"04/11/2024 14:15:00";"";"";"3633";"Situation perturbée inopinée";"Non";"Bord";"";"Echue";"0";"Texte et Sonore";"Ligne P - Correspondance GIV - Lundi 04/11";"P";"N/A";"N/A";"N/A";"Bonjour, votre Liaison avec la navette de Crécy-la-Chapelle est assurée, ainsi qu'avec les trains à destination de Château-Thierry et La Ferté-Milon.";"";"Vaires - Torcy";"";"113633"
"3e8730a4-5c5a-4c0d-b11d-1dd8ceba954e";"c60c1383-2769-41be-b8dd-7a5047858b5b";"04/11/2024 10:17:20";"04/11/2024 10:17:20";"04/11/2024 10:17:19";"04/11/2024 14:16:00";"";"";"7129";"Situation perturbée inopinée";"Non";"Bord";"";"Echue";"0";"Texte et Sonore";"Ligne P - Correspondance GIV - Lundi 04/11";"P";"N/A";"N/A";"N/A";"Bonjour, votre liaison avec le train à destination de La Ferté-Milon est assurée.";"";"Vaires - Torcy";"";"117129"
"6d70de27-19d4-43cd-a30e-8e1328792f46";"c60c1383-2769-41be-b8dd-7a5047858b5b";"04/11/2024 10:28:54";"04/11/2024 10:28:54";"04/11/2024 10:28:52";"04/11/2024 14:27:00";"";"";"7327t";"Situation perturbée inopinée";"Non";"Bord";"";"Echue";"0";"Texte et Sonore";"Ligne P - Correspondance GIV - Lundi 04/11";"P";"N/A";"N/A";"N/A";"Terminus Mortcerf";"";"Tournan";"";"117327"
"1073b727-d8bb-4608-83b0-65d7fd0834b0";"c60c1383-2769-41be-b8dd-7a5047858b5b";"04/11/2024 10:56:30";"04/11/2024 10:56:30";"04/11/2024 10:56:28";"04/11/2024 11:06:00";"";"";"7527 retenu";"Situation perturbée inopinée";"Non";"Bord";"";"Echue";"0";"Sonore";"Ligne P - Correspondance GIV - Lundi 04/11";"P";"N/A";"N/A";"N/A";"";"";"";"";"117527"
"67656299-6025-4acc-a9d8-26c6b6e9e366";"ba983cb6-4e09-41f0-825d-0dd718ff6dbd";"04/11/2024 11:58:21";"04/11/2024 12:00:13";"04/11/2024 11:58:19";"04/11/2024 12:00:13";"";"";"ICV Zéro Ligne J6 - Incid...";"Situation perturbée inopinée";"Non";"Bord | multicanal";"";"Annulée";"1";"Texte";"Ligne J6 - Incident voie ( Aiguille fragilisée voie 2 dans le secteur d'Argenteuil)";"J";"N/A";"N/A";"N/A";"Ligne J. Un incident vient de se produire sur votre ligne. En attendant des précisions, prévoir des ralentissements.";"Paris Saint-Lazare <> Gisors, Paris Saint-Lazare <> Mantes-la-Jolie";"";"";""
"67656299-6025-4acc-a9d8-26c6b6e9e366";"ba983cb6-4e09-41f0-825d-0dd718ff6dbd";"04/11/2024 11:58:21";"04/11/2024 12:00:13";"04/11/2024 11:58:19";"04/11/2024 12:00:13";"";"";"ICV Zéro Ligne J6 - Incid...";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Annulée";"1";"Bas de page";"Ligne J6 - Incident voie ( Aiguille fragilisée voie 2 dans le secteur d'Argenteuil)";"J";"N/A";"N/A";"N/A";"Ligne J. Un incident vient de se produire sur votre ligne. En attendant des précisions, prévoir des ralentissements.";"Paris Saint-Lazare <> Gisors, Paris Saint-Lazare <> Mantes-la-Jolie";"Paris Saint-Lazare, Asnières-sur-Seine, Bois-Colombes, Colombes, Le Stade, Argenteuil, Val d'Argenteuil, Cormeilles-en-Parisis, La Frette - Montigny, Herblay, Conflans-Sainte-Honorine, Éragny - Neuville, Saint-Ouen-l'Aumône Quartier de l'Église, Pontoise, Osny, Boissy-l'Aillerie, Montgeroult - Courcelles, Us, Santeuil - Le Perchay, Chars, Lavilletertre, Liancourt-Saint-Pierre, Chaumont-en-Vexin, Trie-Château, Gisors, Conflans Fin d'Oise, Maurecourt, Andrésy, Chanteloup-les-Vignes, Triel-sur-Seine, Vaux-sur-Seine, Thun le Paradis, Meulan - Hardricourt, Juziers, Gargenville, Issou - Porcheville, Limay, Mantes-Station, Mantes-la-Jolie";"";""
"e6e01481-19c5-4a74-8207-b200278aa18d";"ba983cb6-4e09-41f0-825d-0dd718ff6dbd";"04/11/2024 12:00:13";"04/11/2024 13:21:07";"04/11/2024 12:06:49";"04/11/2024 13:21:07";"";"";"BORD/GARE";"Situation perturbée inopinée";"Non";"Bord | multicanal";"";"Annulée";"0";"Texte";"Ligne J6 - Incident voie ( Aiguille fragilisée voie 2 dans le secteur d'Argenteuil)";"J";"N/A";"N/A";"N/A";"Ligne J. Trafic perturbé jusqu'à 13h30 Paris - Mantes via Conflans Ste-H. et Paris - Gisors. Motif : panne sur les installations du gestionnaire de réseau";"Paris Saint-Lazare <> Gisors, Paris Saint-Lazare <> Mantes-la-Jolie";"";"";""
"e6e01481-19c5-4a74-8207-b200278aa18d";"ba983cb6-4e09-41f0-825d-0dd718ff6dbd";"04/11/2024 12:00:13";"04/11/2024 13:21:07";"04/11/2024 12:06:49";"04/11/2024 13:21:07";"";"";"BORD/GARE";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Annulée";"0";"Bas de page";"Ligne J6 - Incident voie ( Aiguille fragilisée voie 2 dans le secteur d'Argenteuil)";"J";"N/A";"N/A";"N/A";"Ligne J. Trafic perturbé jusqu'à 13h30 Paris - Mantes via Conflans Ste-H. et Paris - Gisors. Motif : panne sur les installations du gestionnaire de réseau";"Paris Saint-Lazare <> Gisors, Paris Saint-Lazare <> Mantes-la-Jolie";"Argenteuil, Boissy-l'Aillerie, Chars, Chaumont-en-Vexin, Conflans-Sainte-Honorine, Cormeilles-en-Parisis, Éragny - Neuville, Gisors, Herblay, La Frette - Montigny, Lavilletertre, Liancourt-Saint-Pierre, Montgeroult - Courcelles, Osny, Paris Saint-Lazare, Pontoise, Santeuil - Le Perchay, Saint-Ouen-l'Aumône Quartier de l'Église, Trie-Château, Us, Val d'Argenteuil, Andrésy, Chanteloup-les-Vignes, Conflans Fin d'Oise, Gargenville, Issou - Porcheville, Juziers, Limay, Mantes-la-Jolie, Mantes-Station, Maurecourt, Meulan - Hardricourt, Thun le Paradis, Triel-sur-Seine, Vaux-sur-Seine";"";""
"9ef6f75d-2f87-45bb-beb8-29220983f92d";"ba983cb6-4e09-41f0-825d-0dd718ff6dbd";"04/11/2024 12:01:56";"04/11/2024 13:21:12";"04/11/2024 12:01:55";"04/11/2024 13:21:12";"";"";"COM BORD SONORE";"Situation perturbée inopinée";"Non";"Bord";"";"Annulée";"0";"Sonore";"Ligne J6 - Incident voie ( Aiguille fragilisée voie 2 dans le secteur d'Argenteuil)";"J";"N/A";"N/A";"N/A";"";"Paris Saint-Lazare <> Gisors, Paris Saint-Lazare <> Mantes-la-Jolie";"";"";""
"e8a08623-7698-4354-ac2f-4f116334ddd1";"7677675a-b98b-4776-8349-71b7b1a0fdea";"04/11/2024 12:06:42";"04/11/2024 12:08:27";"04/11/2024 12:06:41";"04/11/2024 12:08:27";"";"";"ICV Zéro Panne d'un train...";"Situation perturbée inopinée";"Non";"Bord | multicanal";"";"Annulée";"1";"Texte";"Panne d'un train dans le secteur de Dreux";"N";"N/A";"N/A";"N/A";"Ligne N. Un incident vient de se produire sur votre ligne. En attendant des précisions, prévoir des ralentissements.";"Paris Montparnasse <> Dreux";"";"";""
"e8a08623-7698-4354-ac2f-4f116334ddd1";"7677675a-b98b-4776-8349-71b7b1a0fdea";"04/11/2024 12:06:42";"04/11/2024 12:08:27";"04/11/2024 12:06:41";"04/11/2024 12:08:27";"";"";"ICV Zéro Panne d'un train...";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Annulée";"1";"Bas de page";"Panne d'un train dans le secteur de Dreux";"N";"N/A";"N/A";"N/A";"Ligne N. Un incident vient de se produire sur votre ligne. En attendant des précisions, prévoir des ralentissements.";"Paris Montparnasse <> Dreux";"Paris Montparnasse, Vanves - Malakoff, Clamart, Meudon, Bellevue, Sèvres Rive Gauche, Chaville Rive Gauche, Viroflay Rive Gauche, Versailles Chantiers, Saint-Cyr, Fontenay-le-Fleury, Villepreux - Les Clayes, Plaisir - Les Clayes, Plaisir - Grignon, Villiers - Neauphle - Pontchartrain, Montfort-l'Amaury - Méré, Garancières - La Queue, Orgerus - Béhoust, Tacoignières - Richebourg, Houdan, Marchezais - Broué, Dreux";"";""
"90681574-4953-4230-bbc3-bcdfae351d54";"7677675a-b98b-4776-8349-71b7b1a0fdea";"04/11/2024 12:08:27";"04/11/2024 14:57:11";"04/11/2024 14:57:11";"04/11/2024 15:30:00";"";"";"N-Panne d'un train dans le...";"Situation perturbée inopinée";"Non";"Bord | multicanal";"";"Echue";"0";"Texte";"Panne d'un train dans le secteur de Dreux";"N";"N/A";"N/A";"N/A";"Ligne N. Le trafic est interrompu entre Dreux et Plaisir Grignon jusqu'à 15h30. Motif : panne d'un train dans le secteur de Dreux";"Paris Montparnasse <> Dreux";"";"";""
"90681574-4953-4230-bbc3-bcdfae351d54";"7677675a-b98b-4776-8349-71b7b1a0fdea";"04/11/2024 12:08:27";"04/11/2024 14:57:11";"04/11/2024 14:57:11";"04/11/2024 15:30:00";"";"";"N-Panne d'un train dans le...";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Echue";"0";"Bas de page";"Panne d'un train dans le secteur de Dreux";"N";"N/A";"N/A";"N/A";"Ligne N. Le trafic est interrompu entre Dreux et Plaisir Grignon jusqu'à 15h30. Motif : panne d'un train dans le secteur de Dreux";"Paris Montparnasse <> Dreux";"Dreux, Fontenay-le-Fleury, Garancières - La Queue, Houdan, Marchezais - Broué, Meudon, Montfort-l'Amaury - Méré, Orgerus - Béhoust, Paris Montparnasse, Plaisir - Grignon, Plaisir - Les Clayes, Tacoignières - Richebourg, Vanves - Malakoff, Versailles Chantiers, Villepreux - Les Clayes, Villiers - Neauphle - Pontchartrain, Viroflay Rive Gauche, Bellevue, Chaville Rive Gauche, Clamart, Sèvres Rive Gauche, Saint-Cyr";"";""
"4df4fc8a-0b81-41ce-8783-b84fb85c5991";"7677675a-b98b-4776-8349-71b7b1a0fdea";"04/11/2024 12:20:51";"04/11/2024 13:54:03";"04/11/2024 12:53:09";"04/11/2024 14:00:00";"";"";"PEC MLM>PG";"Situation perturbée inopinée";"Non";"Gare";"";"Echue";"0";"Bas de page";"Panne d'un train dans le secteur de Dreux";"N";"N/A";"N/A";"N/A";"Pour vous rendre à Plaisir Grignon, nous vous conseillons d'attendre la reprise des circulations.";"Dreux > Paris Montparnasse";"Montfort-l'Amaury - Méré";"";""
"931c3e73-9e2d-4734-a42d-099574d5ddec";"7677675a-b98b-4776-8349-71b7b1a0fdea";"04/11/2024 12:20:51";"04/11/2024 13:04:04";"04/11/2024 12:54:47";"04/11/2024 14:00:00";"";"";"PEC VEH>DX";"Situation perturbée inopinée";"Non";"Gare";"";"Echue";"0";"Bas de page";"Panne d'un train dans le secteur de Dreux";"N";"N/A";"N/A";"N/A";"Pour vous rendre à Dreux, nous vous conseillons d'attendre la reprise des circulations.";"Paris Montparnasse > Dreux";"Villiers - Neauphle - Pontchartrain";"";""
"3e4518a4-edec-4ac5-9665-8877fd46fd65";"7677675a-b98b-4776-8349-71b7b1a0fdea";"04/11/2024 12:20:51";"04/11/2024 13:54:04";"04/11/2024 12:55:08";"04/11/2024 14:00:00";"";"";"PEC VEH>PG";"Situation perturbée inopinée";"Non";"Gare";"";"Echue";"0";"Bas de page";"Panne d'un train dans le secteur de Dreux";"N";"N/A";"N/A";"N/A";"Pour vous rendre à Plaisir Grignon, nous vous conseillons d'attendre la reprise des circulations.";"Dreux > Paris Montparnasse";"Villiers - Neauphle - Pontchartrain";"";""
"08726c0c-e8de-4dc0-8d91-507a2f6158de";"7677675a-b98b-4776-8349-71b7b1a0fdea";"04/11/2024 12:20:51";"04/11/2024 13:54:05";"04/11/2024 12:54:20";"04/11/2024 14:00:00";"";"";"PEC MBR>PG";"Situation perturbée inopinée";"Non";"Gare";"";"Echue";"0";"Bas de page";"Panne d'un train dans le secteur de Dreux";"N";"N/A";"N/A";"N/A";"Pour vous rendre à Plaisir Grignon, nous vous conseillons d'attendre la reprise des circulations.";"Dreux > Paris Montparnasse";"Marchezais - Broué";"";""
"d87e54b4-3be2-47c6-ac35-2c40648caca4";"7677675a-b98b-4776-8349-71b7b1a0fdea";"04/11/2024 12:20:51";"04/11/2024 13:54:06";"04/11/2024 12:52:58";"04/11/2024 14:00:00";"";"";"PEC HOA>PG";"Situation perturbée inopinée";"Non";"Gare";"";"Echue";"0";"Bas de page";"Panne d'un train dans le secteur de Dreux";"N";"N/A";"N/A";"N/A";"Pour vous rendre à Plaisir Grignon, nous vous conseillons d'attendre la reprise des circulations.";"Dreux > Paris Montparnasse";"Houdan";"";""
"cba9c148-f21b-4155-8c6b-bd26797fba18";"7677675a-b98b-4776-8349-71b7b1a0fdea";"04/11/2024 12:20:51";"04/11/2024 13:54:08";"04/11/2024 12:52:27";"04/11/2024 14:00:00";"";"";"PEC OGB>PG";"Situation perturbée inopinée";"Non";"Gare";"";"Echue";"0";"Bas de page";"Panne d'un train dans le secteur de Dreux";"N";"N/A";"N/A";"N/A";"Pour vous rendre à Plaisir Grignon, nous vous conseillons d'attendre la reprise des circulations.";"Dreux > Paris Montparnasse";"Orgerus - Béhoust";"";""
"ff7dd2fd-a7c3-481a-8e8f-51e7c2b5401c";"7677675a-b98b-4776-8349-71b7b1a0fdea";"04/11/2024 12:20:51";"04/11/2024 13:54:09";"04/11/2024 12:53:53";"04/11/2024 14:00:00";"";"";"PEC GAQ>PG";"Situation perturbée inopinée";"Non";"Gare";"";"Echue";"0";"Bas de page";"Panne d'un train dans le secteur de Dreux";"N";"N/A";"N/A";"N/A";"Pour vous rendre à Plaisir Grignon, nous vous conseillons d'attendre la reprise des circulations.";"Dreux > Paris Montparnasse";"Garancières - La Queue";"";""
"59d9d814-7223-4f92-aa83-191b6df065fe";"7677675a-b98b-4776-8349-71b7b1a0fdea";"04/11/2024 12:20:51";"04/11/2024 13:40:05";"04/11/2024 12:54:29";"04/11/2024 14:00:00";"";"";"PEC TAE>DX";"Situation perturbée inopinée";"Non";"Gare";"";"Echue";"0";"Bas de page";"Panne d'un train dans le secteur de Dreux";"N";"N/A";"N/A";"N/A";"Pour vous rendre à Dreux, nous vous conseillons d'attendre la reprise des circulations.";"Paris Montparnasse > Dreux";"Tacoignières - Richebourg";"";""
"1648891f-b26c-470a-a575-ea4502a7cdff";"7677675a-b98b-4776-8349-71b7b1a0fdea";"04/11/2024 12:20:51";"04/11/2024 13:20:05";"04/11/2024 12:54:38";"04/11/2024 14:00:00";"";"";"PEC GAQ>DX";"Situation perturbée inopinée";"Non";"Gare";"";"Echue";"0";"Bas de page";"Panne d'un train dans le secteur de Dreux";"N";"N/A";"N/A";"N/A";"Pour vous rendre à Dreux, nous vous conseillons d'attendre la reprise des circulations.";"Paris Montparnasse > Dreux";"Garancières - La Queue";"";""
"aa7e9a15-8277-464b-ad6d-8296ba5764bf";"7677675a-b98b-4776-8349-71b7b1a0fdea";"04/11/2024 12:20:51";"04/11/2024 13:12:08";"04/11/2024 12:54:55";"04/11/2024 14:00:00";"";"";"PEC MLM>DX";"Situation perturbée inopinée";"Non";"Gare";"";"Echue";"0";"Bas de page";"Panne d'un train dans le secteur de Dreux";"N";"N/A";"N/A";"N/A";"Pour vous rendre à Dreux, nous vous conseillons d'attendre la reprise des circulations.";"Paris Montparnasse > Dreux";"Montfort-l'Amaury - Méré";"";""
"1db4cdbb-fdaf-49df-b690-8441f736dd63";"7677675a-b98b-4776-8349-71b7b1a0fdea";"04/11/2024 12:20:51";"04/11/2024 13:52:05";"04/11/2024 12:53:36";"04/11/2024 14:00:00";"";"";"PEC HOA>DX";"Situation perturbée inopinée";"Non";"Gare";"";"Echue";"0";"Bas de page";"Panne d'un train dans le secteur de Dreux";"N";"N/A";"N/A";"N/A";"Pour vous rendre à Dreux, veuillez marcher jusqu'à République, puis le bus 88B jusqu'à Dreux";"Paris Montparnasse > Dreux";"Houdan";"";""
"563a3d9a-797a-494d-91d4-7b83e76feb0f";"7677675a-b98b-4776-8349-71b7b1a0fdea";"04/11/2024 12:20:51";"04/11/2024 13:32:05";"04/11/2024 12:52:47";"04/11/2024 14:00:00";"";"";"PEC OGB>DX";"Situation perturbée inopinée";"Non";"Gare";"";"Echue";"0";"Bas de page";"Panne d'un train dans le secteur de Dreux";"N";"N/A";"N/A";"N/A";"Pour vous rendre à Dreux, nous vous conseillons d'attendre la reprise des circulations.";"Paris Montparnasse > Dreux";"Orgerus - Béhoust";"";""
